"index"	"budget"	"keywords"	"original_language"	"title"	"popularity"	"release_date"	"revenue"	"runtime"	"vote_average"	"vote_count"	"genre"	"release_year"	"release_month"	"release_day"	"first_actor"	"first_actor_gender"	"director_first_name"	"director_gender"
2537	1.5e+07	"washington d.c. rape cia usa president war veteran"	"en"	"Wag the Dog"	13.581966	1997-12-25	64256513	97	6.7	270	"Drama"	1997	12	25	"Dustin Hoffman"	"male"	"Barry"	"male"
1	3e+08	"ocean drug abuse exotic island east india trading company love of one's life"	"en"	"Pirates of the Caribbean: At World's End"	139.082615	2007-05-19	9.61e+08	169	6.9	4500	"Action"	2007	5	19	"Johnny Depp"	"male"	"Gore"	NA
711	5.8e+07	"cia retirement shot to death sniper rifle retired"	"en"	"RED"	41.430245	2010-10-13	71664962	111	6.6	2808	"Comedy"	2010	10	13	"Bruce Willis"	"male"	"Robert"	"male"
3637	5e+06	"biography"	"en"	"Kill the Messenger"	21.343093	2014-10-09	2450846	112	6.6	355	"Drama"	2014	10	9	"Jeremy Renner"	"male"	"Michael"	"male"
2139	2e+07	"sequel parody spoof aftercreditsstinger duringcreditsstinger"	"en"	"Scary Movie 5"	36.819044	2013-04-11	78378744	86	4.6	793	"Comedy"	2013	4	11	"Simon Rex"	"male"	"Malcolm"	"male"
2039	2.2e+07	"film making jay and silent bob self mocking character is subject of comic reference to prince valiant"	"en"	"Jay and Silent Bob Strike Back"	21.865021	2001-08-22	33788161	104	6.4	480	"Comedy"	2001	8	22	"Kevin Smith"	"male"	"Kevin"	"male"
33	2.1e+08	"mutant marvel comic based on comic book superhuman beast"	"en"	"X-Men: The Last Stand"	3.857526	2006-05-24	459359555	104	6.3	3525	"Thriller"	2006	5	24	"Hugh Jackman"	"male"	"Brett"	"male"
2464	0	"aftercreditsstinger duringcreditsstinger"	"en"	"The Master of Disguise"	4.382761	2002-08-02	0	80	3.7	78	"Comedy"	2002	8	2	"Dana Carvey"	"female"	"Perry"	"male"
4322	0	NA	"en"	"Sex With Strangers"	0.014406	2002-02-22	0	0	5	1	"Documentary"	2002	2	22	NA	NA	NA	NA
3028	1e+07	"musical"	"en"	"Mo' Better Blues"	3.079862	1990-08-03	16153593	129	6.3	47	"Drama"	1990	8	3	"Denzel Washington"	"male"	"Spike"	"male"
3761	0	"schizophrenia suppressed past wife"	"es"	"The Orphanage"	29.071955	2007-08-27	4.4e+07	105	7.1	633	"Drama"	2007	8	27	"Bel\u00e9n Rueda"	NA	"Juan"	"male"
4487	0	NA	"en"	"Hav Plenty"	0.003142	1997-09-11	0	92	0	0	"Comedy"	1997	9	11	"Christopher Scott"	"male"	"Christopher"	"male"
4450	0	NA	"en"	"American Hero"	5.023091	2015-12-11	0	86	5	62	"Comedy"	2015	12	11	"Stephen Dorff"	"male"	"Nick"	"male"
2764	0	NA	"en"	"Light It Up"	1.212956	1999-11-04	0	99	6.6	7	"Drama"	1999	11	4	"Usher Raymond"	"male"	"Craig"	"male"
1462	0	"immigrant illegal immigrant chinese single father"	"es"	"Biutiful"	13.930763	2010-10-20	25147786	148	7	291	"Drama"	2010	10	20	"Javier Bardem"	"male"	"Alejandro"	"male"
3867	6e+05	"sex salesclerk fast food restaurant boredom relationship problems"	"en"	"Human Traffic"	4.859873	1999-06-04	4e+06	99	6.8	97	"Drama"	1999	6	4	"John Simm"	"male"	"Justin"	"male"
3278	0	"father son relationship memory hospital confrontation family"	"en"	"When Did You Last See Your Father?"	1.939054	2007-10-05	92	92	6.9	13	"Drama"	2007	10	5	"Jim Broadbent"	"male"	"Anand"	"male"
972	4.4e+07	"based on novel mass murder dystopia genocide alien invasion"	"en"	"The Host"	42.933027	2013-03-22	63327201	125	6	1817	"Thriller"	2013	3	22	"Saoirse Ronan"	"female"	"Andrew"	"male"
1894	2.5e+07	"fbi revenge fbi agent"	"en"	"War"	18.896239	2007-08-24	40452643	103	6	414	"Thriller"	2007	8	24	"Jet Li"	"male"	"Philip"	"male"
2982	1e+07	"ice victim pain games psychopath"	"en"	"Saw IV"	29.244768	2007-10-25	139352633	93	5.9	903	"Thriller"	2007	10	25	"Tobin Bell"	"male"	"Darren"	"male"
4775	0	"mumblecore"	"en"	"Funny Ha Ha"	0.362633	2002-09-20	76901	85	6.3	8	"Drama"	2002	9	20	"Kate Dollenmayer"	"female"	"Andrew"	"male"
2212	2e+07	"heist betrayal dirty cop"	"en"	"Triple 9"	29.371987	2016-02-19	12639297	115	5.6	797	"Thriller"	2016	2	19	"Casey Affleck"	"male"	"John"	"male"
503	7.6e+07	"adventure cartoon comedy breaking the fourth wall talking to the camera"	"en"	"The Adventures of Rocky & Bullwinkle"	8.981427	2000-06-30	35134820	88	3.9	87	"Comedy"	2000	6	30	"Rene Russo"	"male"	"Des"	"male"
3495	6e+06	"american football loss of brother funeral sport prayer"	"en"	"The 5th Quarter"	0.215464	2011-03-25	399611	97	4.7	12	"Drama"	2011	3	25	"Aidan Quinn"	"male"	"Rick"	"male"
832	5.5e+07	"jealousy beauty immortality rivalry potion"	"en"	"Death Becomes Her"	29.498304	1992-07-30	149022650	104	6.3	636	"Comedy"	1992	7	30	"Meryl Streep"	"female"	"Robert"	"male"
1252	4e+07	"shoe voice over rite theatre audience bride and groom"	"en"	"Marie Antoinette"	22.364549	2006-05-24	60474340	123	6.5	642	"Drama"	2006	5	24	"Kirsten Dunst"	"female"	"Sofia"	"female"
1058	4.5e+07	"new york custody battle suspense lawyer"	"en"	"Changing Lanes"	17.270539	2002-04-07	94935764	89	5.9	299	"Thriller"	2002	4	7	"Ben Affleck"	"male"	"Roger"	"male"
4635	0	"lesbian relationship independent film lesbian interest lgbt woman director"	"en"	"The Incredibly True Adventure of Two Girls In Love"	1.70819	1995-06-16	0	94	5.7	13	"Drama"	1995	6	16	"Laurel Holloman"	"female"	"Maria"	"female"
4609	0	"paris cat"	"fr"	"When the Cat's Away"	1.410387	1996-04-03	0	91	6.1	16	"Comedy"	1996	4	3	"Garance Clavel"	NA	"C\u00e9dric"	NA
1474	3.4e+07	"africa"	"en"	"I Dreamed of Africa"	1.656695	2000-05-05	0	114	5.3	18	"Drama"	2000	5	5	"Kim Basinger"	"female"	"Hugh"	"male"
2046	2.2e+07	"cyborg dystopia police sequel cyberpunk"	"en"	"RoboCop 3"	14.725467	1993-04-17	10696210	104	4.2	305	"Thriller"	1993	4	17	"Robert John"	"male"	"Fred"	"male"
4196	1700000	"small town texas con man fraud independent film"	"en"	"Happy, Texas"	2.079125	1999-12-03	1943649	98	5.5	39	"Comedy"	1999	12	3	"Steve Zahn"	"male"	"Mark"	"male"
4519	0	"christian independent film"	"en"	"To Save A Life"	0.05021	2009-11-05	0	120	6.2	21	"Drama"	2009	11	5	"Randy Wayne"	"male"	"Brian"	"male"
1278	4e+07	"assassin hitman"	"en"	"The Gunman"	26.935458	2015-02-16	13644292	115	5.5	392	"Drama"	2015	2	16	"Sean Penn"	"male"	"Pierre"	"male"
4304	1250000	"book store"	"en"	"Blue Like Jazz"	1.6116	2012-04-13	0	106	5.8	25	"Drama"	2012	4	13	"Marshall Allman"	"male"	"Steve"	"male"
2964	0	"mars science fiction zombie"	"en"	"The Last Days on Mars"	18.764453	2013-08-11	0	98	5.2	302	"Thriller"	2013	8	11	"Liev Schreiber"	"male"	"Ruairi"	"male"
1251	4.5e+07	"dancing female nudity go-go dancer spanner seduction"	"en"	"Showgirls"	14.513305	1995-09-22	20350754	128	4.9	256	"Drama"	1995	9	22	"Elizabeth Berkley"	"female"	"Paul"	"male"
3468	6e+06	"dictator 1970s general kidnapping naivety"	"en"	"The Last King of Scotland"	26.286954	2006-09-01	48027970	121	7.4	558	"Drama"	2006	9	1	"Forest Whitaker"	"male"	"Kevin"	"male"
4515	0	NA	"en"	"High Road"	1.292948	2012-03-06	0	87	5.8	22	"Comedy"	2012	3	6	"Kathryn Burns"	"female"	"Matt"	"male"
1464	0	NA	"en"	"Black Water Transit"	0.126738	2009-05-13	0	100	0	0	"Drama"	2009	5	13	"Laurence Fishburne"	"male"	"Tony"	"male"
370	9e+07	"london england china magic secret society vigilante"	"en"	"Now You See Me 2"	51.535701	2016-06-02	334901337	129	6.7	3235	"Comedy"	2016	6	2	"Jesse Eisenberg"	"male"	"Jon"	"male"
649	6.5e+07	"kurdish"	"en"	"The Dictator"	31.349143	2012-05-15	179379533	83	5.9	1743	"Comedy"	2012	5	15	"Sacha Baron"	"female"	"Larry"	"male"
3554	5e+06	"haunted house possession demon family ghost"	"en"	"Insidious: Chapter 2"	48.375848	2013-09-12	0	106	6.5	1211	"Thriller"	2013	9	12	"Patrick Wilson"	"male"	"James"	"male"
2282	1.4e+07	"halloween gore serial killer slasher tabloid"	"en"	"Scream"	45.99611	1996-12-20	173046663	111	7	1476	"Crime"	1996	12	20	"David Arquette"	"male"	"Wes"	"male"
4707	0	"newspaper exorcism poltergeist priest haunting"	"en"	"When the Lights Went Out"	2.805351	2012-01-31	0	86	5.8	49	"Drama"	2012	1	31	"Kate Ashfield"	"female"	"Pat"	"female"
4229	1500000	"sex sexuality irony sarcasm naivety"	"en"	"The To Do List"	15.017068	2013-07-24	3566225	104	5.5	342	"Comedy"	2013	7	24	"Aubrey Plaza"	"female"	"Maggie"	"female"
3890	0	"false identity beguilement lottery village jackpot"	"en"	"Waking Ned"	5.735912	1998-09-15	0	91	7.4	54	"Comedy"	1998	9	15	"Ian Bannen"	"male"	"Kirk"	"male"
1660	3e+07	"gambling casino gambling debts dirty cop puerto rico"	"en"	"Runner Runner"	22.975918	2013-09-24	62616646	91	5.5	543	"Drama"	2013	9	24	"Ben Affleck"	"male"	"Brad"	"male"
2871	1.2e+07	"gay sister sister relationship wife husband relationship 1970s becoming an adult"	"en"	"Running with Scissors"	4.770195	2006-10-27	6754898	116	5.8	78	"Drama"	2006	10	27	"Annette Bening"	"female"	"Ryan"	"male"
294	1e+08	"fantasy miniature people"	"en"	"Epic"	36.711378	2013-05-15	268426634	102	6.4	1121	"Adventure"	2013	5	15	"Josh Hutcherson"	"male"	"Chris"	"male"
376	9e+07	"subway lava volcano volcanologist los angeles"	"en"	"Volcano"	19.836124	1997-04-25	0	104	5.2	376	"Drama"	1997	4	25	"Tommy Lee"	"male"	"Mick"	"male"
2149	2e+07	"candy loss of sister mobile phone answering machine dying and death"	"en"	"One Missed Call"	12.458131	2008-01-04	0	87	4.7	171	"Thriller"	2008	1	4	"Shannyn Sossamon"	"female"	"Eric"	"male"
3627	5e+06	"canada suffering village paralysis independent film"	"en"	"The Sweet Hereafter"	7.673124	1997-05-14	3263585	112	6.8	103	"Drama"	1997	5	14	"Ian Holm"	"male"	"Atom"	"male"
3879	0	"children's book asperger's syndrome electrical engineer asperger's"	"en"	"Adam"	8.308442	2009-07-29	2277396	99	6.9	150	"Drama"	2009	7	29	"Hugh Dancy"	"male"	"Max"	"male"
497	7.8e+07	"psychopath serial killer fbi agent"	"en"	"Red Dragon"	10.083905	2002-09-29	209196298	124	6.7	1115	"Thriller"	2002	9	29	"Anthony Hopkins"	"male"	"Brett"	"male"
660	6.5e+07	"hostage new love suspense agent"	"en"	"Proof of Life"	14.866901	2000-12-08	0	135	6	208	"Drama"	2000	12	8	"Meg Ryan"	"female"	"Taylor"	"female"
3715	0	"robbery miner treachery sundance kid native peoples"	"en"	"Blackthorn"	5.223096	2011-08-31	623528	98	6.6	73	"Action"	2011	8	31	"Sam Shepard"	"male"	"Mateo"	"male"
1175	4e+07	"secret love mohawk native american 18th century french and indian war"	"en"	"The Last of the Mohicans"	37.776566	1992-09-25	75505856	112	7.1	732	"Drama"	1992	9	25	"Daniel Day-Lewis"	"male"	"Michael"	"male"
1322	5.5e+07	"underground world mayor adventure post-apocalyptic dystopia"	"en"	"City of Ember"	23.465539	2008-10-07	17869048	90	6.2	605	"Adventure"	2008	10	7	"Saoirse Ronan"	"female"	"Gil"	"male"
2593	0	"mortician tied to chair song and dance piano lesson fisticuffs"	"en"	"Idlewild"	2.711955	2006-08-25	0	121	5.1	17	"Drama"	2006	8	25	"Andr\u00e9 Benjamin"	NA	"Bryan"	"male"
4166	0	"underdog competition dance musical drama"	"hi"	"ABCD (Any Body Can Dance)"	1.294967	2013-02-07	222000	160	5.6	10	"Drama"	2013	2	7	"Prabhu Deva"	NA	"Remo"	"male"
2395	2.3e+07	"underdog competition street gang hip-hop breakdance"	"en"	"Step Up 2: The Streets"	28.973074	2008-02-14	150816700	98	6.5	640	"Drama"	2008	2	14	"Briana Evigan"	"female"	"Jon"	"male"
3215	0	"island ship pirate sailor cabin boy"	"en"	"Shipwrecked"	0.702971	1990-10-03	0	92	6.1	14	"Adventure"	1990	10	3	"Stian Smestad"	"male"	"Nils"	"male"
149	1.4e+08	"saving the world paris moon cataclysm asteroid"	"en"	"Armageddon"	58.485967	1998-07-01	553799566	151	6.4	2482	"Thriller"	1998	7	1	"Bruce Willis"	"male"	"Michael"	"male"
2627	1.5e+07	"schizophrenia identity amnesia loss of sense of reality suppressed past"	"en"	"Mulholland Drive"	31.60985	2001-05-16	20117339	147	7.6	1477	"Drama"	2001	5	16	"Naomi Watts"	"female"	"David"	"male"
390	8.5e+07	"witch magic mummy vampire dracula"	"en"	"Hotel Transylvania"	56.257411	2012-09-20	358375603	91	6.8	2566	"Comedy"	2012	9	20	"Adam Sandler"	"male"	"Genndy"	NA
1519	3.2e+07	"circus magic aunt imaginary friend"	"en"	"Bogus"	3.379454	1996-09-06	0	110	5.4	44	"Comedy"	1996	9	6	"Whoopi Goldberg"	NA	"Norman"	"male"
3261	0	"based on novel uruguay"	"en"	"The City of Your Final Destination"	1.353971	2009-03-21	0	114	5.7	9	"Drama"	2009	3	21	"Nicholas Blandullo"	"male"	"James"	"male"
134	1.5e+08	"london england spy austria villain sequel"	"en"	"Mission: Impossible - Rogue Nation"	114.522237	2015-07-23	682330139	131	7.1	3224	"Thriller"	2015	7	23	"Tom Cruise"	"male"	"Christopher"	"male"
2476	0	"poison prison loss of family loss of father foster parents"	"en"	"White Oleander"	9.423866	2002-10-11	0	109	7.2	108	"Drama"	2002	10	11	"Alison Lohman"	"female"	"Peter"	"male"
1206	0	"green dodgeball incredibile timothy"	"en"	"The Odd Life of Timothy Green"	16.394452	2012-08-15	51854875	105	6.5	386	"Drama"	2012	8	15	"Jennifer Garner"	"female"	"Peter"	"male"
2250	2e+06	"gallows australia psychopath outlaw misanthrope"	"en"	"The Proposition"	14.617944	2005-10-06	5048693	104	7.1	218	"Drama"	2005	10	6	"Guy Pearce"	"male"	"John"	"male"
4477	750000	"suicide attempt gun texas mass murder farm worker"	"en"	"All the Boys Love Mandy Lane"	12.284939	2008-02-15	0	90	5.7	209	"Thriller"	2008	2	15	"Amber Heard"	"female"	"Jonathan"	"male"
2792	12500000	"robbery office shop estate agent company"	"en"	"Glengarry Glen Ross"	13.939054	1992-09-15	10725228	100	7.5	323	"Drama"	1992	9	15	"Al Pacino"	"male"	"James"	"male"
2849	1.2e+07	"montana small town dementia aging road trip"	"en"	"Nebraska"	29.223881	2013-09-21	17654912	115	7.4	636	"Drama"	2013	9	21	"Bruce Dern"	"male"	"Alexander"	"male"
1480	3e+07	"\u7edd\u5730\u5976\u9738 \u5367\u5e95\u80a5\u5988 big\u7206\u4efb\u52a1 \u8d85\u7ea7\u5988\u5988"	"en"	"Big Momma's House"	24.389194	2000-05-31	173959438	98	5.6	506	"Comedy"	2000	5	31	"Martin Lawrence"	"male"	"Raja"	"male"
3801	0	"alcohol adultery river camping province"	"ru"	"The Geographer Drank His Globe Away"	1.876621	2013-07-26	4037782	120	7.3	23	"Drama"	2013	7	26	"Konstantin Khabenskiy"	"male"	"Aleksandr"	"male"
1642	2.6e+07	"dna genetics gene manipulation genetic engineering biological experiment"	"en"	"Splice"	23.227877	2009-10-06	0	104	5.5	671	"Thriller"	2009	10	6	"Adrien Brody"	"male"	"Vincenzo"	"male"
1915	2.5e+07	"president history conspiracy lawyer trial"	"en"	"The Conspirator"	9.169271	2010-09-10	15478800	122	6.2	137	"Drama"	2010	9	10	"Evan Rachel"	"male"	"Robert"	"male"
4098	0	"deportation hitman mission of murder book code"	"en"	"Ghost Dog: The Way of the Samurai"	18.223139	1999-09-13	0	116	7.2	298	"Drama"	1999	9	13	"Forest Whitaker"	"male"	"Jim"	"male"
2421	2e+07	NA	"en"	"ATL"	5.422285	2006-03-31	21170563	105	6	32	"Drama"	2006	3	31	"T.I. Evan"	NA	"Christian"	"male"
3045	1e+07	"suburbia downsizing software engineer burnout dallas texas"	"en"	"Office Space"	18.366362	1999-02-19	12827813	89	7.4	1050	"Comedy"	1999	2	19	"Ron Livingston"	"male"	"Mike"	"male"
981	4e+07	NA	"en"	"Man of the House"	6.004422	2005-02-25	0	100	5.4	120	"Comedy"	2005	2	25	"Tommy Lee"	"male"	"Stephen"	"male"
2830	1.2e+07	"sexual abuse hotel room cheating supermarket penalty"	"en"	"One Hour Photo"	20.624896	2002-08-21	52223306	96	6.6	435	"Thriller"	2002	8	21	"Robin Williams"	"female"	"Mark"	"male"
3036	1e+07	"concert"	"en"	"One Direction: This Is Us"	7.944457	2013-08-28	0	92	8	201	"Music"	2013	8	28	"Harry Styles"	"male"	"Morgan"	"female"
3095	1e+07	"usa kaffeehaus poker lovesickness waitress"	"en"	"My Blueberry Nights"	10.733761	2007-05-16	21786738	111	6	190	"Drama"	2007	5	16	"Norah Jones"	"female"	"Wong"	"male"
667	5e+07	"london england child abuse street gang runaway child labour"	"en"	"Oliver Twist"	20.415572	2005-09-23	42093706	130	6.7	274	"Drama"	2005	9	23	"Barney Clark"	"male"	"Roman"	"male"
4315	2600000	"sport rollerblade"	"en"	"Airborne"	8.001156	1993-09-17	2850263	91	6.1	20	"Comedy"	1993	9	17	"Shane McDermott"	"male"	"Rob"	"male"
1678	2.7e+07	"soccer"	"en"	"United Passions"	6.036684	2014-06-19	0	110	3	16	"Drama"	2014	6	19	"Tim Roth"	"male"	"Fr\u00e9d\u00e9ric"	NA
1099	4.5e+07	NA	"en"	"Shadow Conspiracy"	3.848893	1997-01-31	2154540	103	4	11	"Thriller"	1997	1	31	"Charlie Sheen"	"male"	"George"	"male"
1364	3.5e+07	"conspiracy of murder bad boss employee death of father stakeout"	"en"	"Horrible Bosses"	50.309843	2011-07-08	1.17e+08	98	6.5	2277	"Comedy"	2011	7	8	"Jennifer Aniston"	"female"	"Seth"	"male"
590	7e+07	"islam muslim car bomb fbi agent"	"en"	"The Siege"	20.089933	1998-11-06	116672912	116	6	352	"Drama"	1998	11	6	"Denzel Washington"	"male"	"Edward"	"male"
4629	3e+05	NA	"en"	"Some Guy Who Kills People"	2.733725	2011-04-14	0	97	5.7	45	"Comedy"	2011	4	14	"Kevin Corrigan"	"male"	"Jack"	"male"
4115	0	"self-discovery friendship"	"en"	"House of D"	6.337735	2005-04-15	0	97	6.1	23	"Drama"	2005	4	15	"Robin Williams"	"female"	"David"	"male"
3533	0	"based on novel new love love of one's life retiree aging"	"en"	"Iris"	2.714043	2001-12-14	0	91	6.2	47	"Drama"	2001	12	14	"Judi Dench"	"female"	"Richard"	"male"
4559	0	NA	"en"	"The Sound and the Shadow"	0.072359	2014-10-19	0	90	0	0	"Comedy"	2014	10	19	"Joseph E."	"male"	"Justin"	"male"
3945	0	NA	"en"	"Love's Abiding Joy"	1.128559	2006-10-06	0	87	5.8	12	"Drama"	2006	10	6	"Erin Cottrell"	"female"	"Michael"	"male"
4363	1e+06	NA	"en"	"20 Feet from Stardom"	5.247956	2013-06-14	0	89	7.4	85	"Music"	2013	6	14	"Bette Midler"	"female"	"Morgan"	"female"
3066	9e+06	"grieving widower widower"	"en"	"Black or White"	12.172131	2014-09-06	21571189	121	6.5	115	"Drama"	2014	9	6	"Kevin Costner"	"male"	"Mike"	"male"
987	5e+07	"house fire extension ladder last day on job"	"en"	"Dream House"	19.267479	2011-09-30	38502340	84	5.8	391	"Drama"	2011	9	30	"Daniel Craig"	"male"	"Jim"	"male"
543	7.5e+07	"parallel world organ donation horniness agent aftercreditsstinger"	"en"	"Monkeybone"	8.098369	2001-02-23	5409517	93	4.3	78	"Comedy"	2001	2	23	"Brendan Fraser"	"male"	"Henry"	"male"
3425	6500000	"ecstasy drug dealing drug reference to family circus high"	"en"	"Go"	11.142389	1999-04-09	28451622	98	7	196	"Comedy"	1999	4	9	"Sarah Polley"	"female"	"Doug"	"male"
4146	1.4e+07	"road movie"	"en"	"Highway"	3.419685	2002-01-01	0	97	5.6	37	"Drama"	2002	1	1	"Jake Gyllenhaal"	"male"	"James"	"male"
274	1.03e+08	"rome gladiator arena senate roman empire"	"en"	"Gladiator"	95.301296	2000-05-01	457640427	155	7.9	5439	"Drama"	2000	5	1	"Russell Crowe"	"male"	"Ridley"	"male"
4525	0	"independent film"	"en"	"Groove"	1.09454	2000-06-08	0	86	5.6	6	"Drama"	2000	6	8	"Hamish Linklater"	"male"	"Greg"	"male"
4086	0	NA	"en"	"Smoke Signals"	2.304552	1998-01-16	0	89	6.6	24	"Drama"	1998	1	16	"Adam Beach"	"male"	"Chris"	"male"
911	5e+07	"high school undercover cop buddy comedy aftercreditsstinger duringcreditsstinger"	"en"	"22 Jump Street"	52.380982	2014-06-05	188441614	112	7	3319	"Comedy"	2014	6	5	"Jonah Hill"	"male"	"Phil"	"male"
3182	9e+06	"mascot beer keg political correctness ultimate frisbee funky music"	"en"	"PCU"	8.738737	1994-04-29	4350774	79	6	41	"Comedy"	1994	4	29	"Jeremy Piven"	"male"	"Hart"	"male"
4796	7000	"distrust garage identity crisis time travel time machine"	"en"	"Primer"	23.307949	2004-10-08	424760	77	6.9	658	"Drama"	2004	10	8	"Shane Carruth"	"male"	"Shane"	"male"
1842	2.5e+07	"london england scotland parents kids relationship becoming an adult fantasy"	"en"	"Finding Neverland"	34.160448	2004-10-17	116766556	106	7.2	1223	"Drama"	2004	10	17	"Johnny Depp"	"male"	"Marc"	"male"
1820	2.8e+07	"journalist biography internet information leak activist"	"en"	"The Fifth Estate"	20.267062	2013-10-11	8555008	128	5.7	364	"Drama"	2013	10	11	"Benedict Cumberbatch"	"male"	"Bill"	"male"
4406	9e+05	"bisexuality australia twin brother friends melbourne"	"en"	"Loving Annabelle"	7.145832	2006-03-08	0	76	6.4	55	"Drama"	2006	3	8	"Erin Kelly"	"female"	"Katherine"	"female"
3732	0	"obsession love obsessive love actor"	"en"	"Love and Death on Long Island"	0.933891	1997-01-01	0	93	6.9	11	"Drama"	1997	1	1	"John Hurt"	"male"	"Richard"	"male"
774	7.2e+07	"prison general"	"en"	"The Last Castle"	15.433244	2001-10-19	27642707	131	7	285	"Drama"	2001	10	19	"Robert Redford"	"male"	"Rod"	"male"
4038	0	NA	"en"	"Thr3e"	1.946715	2006-12-01	0	101	4.8	21	"Drama"	2006	12	1	"Marc Blucas"	"male"	"Robby"	"male"
2599	2e+07	"musical biography hollywood theater"	"en"	"De-Lovely"	3.138118	2004-07-02	0	125	6.3	32	"Drama"	2004	7	2	"Kevin Kline"	"male"	"Irwin"	"male"
2953	1.1e+07	"island marooned pacific island teenager deserted island"	"en"	"Return to the Blue Lagoon"	9.705589	1991-08-02	2807854	98	5.1	153	"Drama"	1991	8	2	"Milla Jovovich"	"female"	"William"	"male"
4272	1300000	"vietnam independent film"	"vi"	"Journey from the Fall"	0.072066	2006-02-22	639000	135	5	1	"Drama"	2006	2	22	"Ki\u1ec1u Chinh"	NA	"Ham"	NA
3277	7200000	"machinist aftercreditsstinger duringcreditsstinger equal pay discrimination"	"en"	"Made in Dagenham"	6.138802	2010-09-11	0	113	6.6	94	"Drama"	2010	9	11	"Sally Hawkins"	"female"	"Nigel"	"male"
3688	0	"scotland father son relationship single parent loss of father violent father"	"en"	"Dear Frankie"	3.11319	2004-05-18	0	105	7	46	"Drama"	2004	5	18	"Gerard Butler"	"male"	"Shona"	"female"
387	8.5e+07	"prison corruption journalist white house hostage"	"en"	"Air Force One"	36.38795	1997-07-25	315156409	124	6.2	840	"Thriller"	1997	7	25	"Harrison Ford"	"male"	"Wolfgang"	"male"
4063	0	"florida striptease homosexuality independent film best friend"	"en"	"Bully"	6.677093	2001-06-15	480811	113	6.7	125	"Drama"	2001	6	15	"Brad Renfro"	"male"	"Larry"	"male"
2415	1.7e+07	"night life nightclub flower flower shop make a match"	"en"	"A Night at the Roxbury"	12.709227	1998-10-01	30331165	81	5.9	198	"Comedy"	1998	10	1	"Will Ferrell"	"male"	"John"	"male"
4475	5e+05	"assassination paranoia suspense conspiracy"	"en"	"Interview with the Assassin"	0.471264	2002-05-09	0	88	5.6	5	"Drama"	2002	5	9	"Dylan Haggerty"	"male"	"Neil"	"male"
2559	1.5e+07	"rock star spotlight high school party rivalry"	"en"	"Confessions of a Teenage Drama Queen"	7.424798	2004-02-17	29331068	89	5.1	221	"Comedy"	2004	2	17	"Lindsay Lohan"	"female"	"Sara"	"female"
1873	25500000	NA	"en"	"Blood Ties"	12.756344	2013-08-22	2415472	128	6	171	"Drama"	2013	8	22	"Clive Owen"	"male"	"Guillaume"	"male"
727	6e+07	"holiday christmas party santa claus toy puppet"	"en"	"Jingle All the Way"	22.501041	1996-11-15	129832389	89	5.5	575	"Comedy"	1996	11	15	"Arnold Schwarzenegger"	"male"	"Brian"	"male"
65	1.85e+08	"dc comics crime fighter secret identity scarecrow sadism"	"en"	"The Dark Knight"	187.322927	2008-07-16	1004558444	152	8.2	12002	"Drama"	2008	7	16	"Christian Bale"	"male"	"Christopher"	"male"
2397	17500000	"rwanda refugee refugee camp militia murder"	"en"	"Hotel Rwanda"	28.60542	2004-09-11	3.8e+07	121	7.5	793	"Drama"	2004	9	11	"Don Cheadle"	"male"	"Terry"	"male"
2644	8500000	"sequel"	"th"	"Ong Bak 2"	9.029489	2008-12-04	8936663	98	6	152	"Thriller"	2008	12	4	"Tony Jaa"	"male"	"Tony"	"male"
2243	2e+07	"rock and roll music style success john f. kennedy advancement"	"en"	"I'm Not There."	13.032308	2007-10-01	4001121	135	6.6	195	"Drama"	2007	10	1	"Cate Blanchett"	"female"	"Todd"	"male"
957	5e+07	"london england lovesickness thailand clumsy fellow to drop brick"	"en"	"Bridget Jones: The Edge of Reason"	28.803802	2004-11-10	40203020	108	6.1	750	"Comedy"	2004	11	10	"Ren\u00e9e Zellweger"	NA	"Beeban"	NA
687	6.5e+07	"evisceration javelin shield army fall from height"	"en"	"300"	65.197968	2006-12-09	422610419	117	7	4997	"Action"	2006	12	9	"Gerard Butler"	"male"	"Zack"	"male"
2364	0	NA	"en"	"Being Julia"	1.946634	2004-09-03	0	104	6.4	23	"Drama"	2004	9	3	"Michael Gambon"	"male"	"Istv\u00e1n"	NA
64	1.78e+08	"mutant supernatural powers marvel comic superhero based on comic book"	"en"	"X-Men: Apocalypse"	139.272042	2016-05-18	543934787	144	6.4	4721	"Fiction"	2016	5	18	"James McAvoy"	"male"	"Bryan"	"male"
1498	3.2e+07	"nun sport orphanage ordensbruder ringer"	"en"	"Nacho Libre"	14.642055	2006-06-16	80197993	92	5.6	359	"Comedy"	2006	6	16	"Jack Black"	"male"	"Jared"	"male"
823	5.3e+07	"submarine mutiny russia missile nuclear missile"	"en"	"Crimson Tide"	20.334629	1995-05-12	157387195	116	7	498	"Drama"	1995	5	12	"Denzel Washington"	"male"	"Tony"	"male"
3295	8e+06	"new age woman director healer"	"en"	"Aloft"	6.500835	2014-02-12	53086	112	5.1	41	"Drama"	2014	2	12	"Jennifer Connelly"	"female"	"Claudia"	"female"
4789	0	"addiction recovering drug addict estranged son"	"en"	"Clean"	1.464566	2004-09-01	0	111	6.7	17	"Drama"	2004	9	1	"Maggie Cheung"	"female"	"Olivier"	"male"
